gene,eds1,rgt1,lys14
YKL152C,0.3703516846,0.9836648463,0.8721329185
YDL021W,0.8098498222,0.8183279683,0.7767010145
YOL056W,0.0667153126,0.3467744713,0.3262435271
YOR262W,0.47164260140000003,0.4788230566,0.4455469236
YLR243W,0.02703351644,0.4788230566,0.4455469236
YIL053W,0.6332106634,0.2745601742,0.2328582168
YER062C,0.570934379,0.1950115203,0.4986434471
YDL035C,0.2653328389,0.6422975318,0.2328582168
YKR067W,0.5872316609,0.04082710173,0.5145519618
YKL026C,0.3422899948,0.3467744713,0.3262435271
YBR244W,0.2514959706,0.5314350072,0.7907458729
YLL035W,0.2389049713,0.2406387139,0.2327650362
YPL223C,0.5088370774,0.1652227251,0.4804204137
YOL151W,0.388590433,0.3941424874,0.3686208547
YHR104W,0.5434131951,0.1920064157,0.5131004624
YDR517W,0.5542429382,0.7986410553,0.7333096992
YJR090C,0.2924833463,0.04880809038,0.2810218897
YBR121C,0.3452944183,0.7146065626,0.304436914
YPR081C,0.5434131951,0.5516678417,0.5131004624
YCL035C,0.5755552774,0.2192952162,0.5437250308
YDR513W,0.09479136543,0.6682359796,0.6245185456
YDR098C,0.5755552774,0.5841782136,0.1857044738
YER174C,0.15963036319999999,0.5166156975,0.4804204137
YPL059W,0.4942117251,0.8183279683,0.7767010145
YDL010W,0.7799602349,0.7888099874,0.7457200102
YBR014C,0.7954502495,0.8041242264,0.1748464013
YLR364W,0.0667153126,0.3467744713,0.3262435271
YGR032W,0.5808265003,0.8655634165,0.03352268481
YML048W,0.5088370774,0.5166156975,0.4804204137
YJL101C,0.05845121835,0.435363995,0.04353149668
YOL049W,0.5434131951,0.5516678417,0.5131004624
YJL103C,0.5434131951,0.1920064157,0.5131004624
YLR293C,0.7954502495,0.8041242264,0.7617134839
YOR185C,0.4466377207,0.7195296046,0.6487879225
YFR015C,0.03549097509,0.5166156975,0.4804204137
YLR258W,0.6186081624,0.6378313321,0.7795069426
YDR221W,0.1812692469,0.1812692469,0.1812692469
YGR102C,0.3422899948,0.3467744713,0.3262435271
YGR154C,2.481059169e-5,0.936672703,0.9100691492
YMR251W,0.5434131951,0.5516678417,0.1626800992
YML121W,0.964523096,0.9678369602,0.949881941
YGR163W,0.5755552774,0.5841782136,0.5437250308
YGL181W,0.6054346718,0.6143311274,0.5724234027
YIR038C,0.47164260140000003,0.4788230566,1.401246297e-8
YLL060C,0.5434131951,0.5516678417,0.5131004624
YEL017W,0.06984159079,0.4980491046,0.001715981201
YMR217W,0.5169141432,0.8315017396,0.4634293439
YDL238C,0.2389049713,0.2406387139,0.2327650362
YLR289W,0.1812692469,0.1812692469,0.1812692469
YDR454C,0.4222203196,0.7722984286,0.7286530759
YGL084C,0.7954502495,0.4847929224,0.7617134839
YPL189W,0.8098498222,0.8183279683,0.7767010145
YGL245W,0.4316314855,0.4380756576,0.4083327713
YHL032C,0.5434131951,0.5516678417,0.5131004624
YIL155C,0.2385005345,0.6143311274,0.5724234027
YIL041W,0.5755552774,0.5841782136,0.1857044738
YJL091C,0.04768675073,0.2957030615,0.04381349222
YMR192W,0.6332106634,0.6422975318,0.5993167303
YOR070C,0.6054346718,0.6143311274,0.5724234027
YPL249C,0.2924833463,0.2957030615,0.2810218897
YJL044C,0.5755552774,0.5841782136,0.5437250308
YDL234C,0.08778412724,0.3941424874,0.3686208547
YFL027C,0.15963036319999999,0.5166156975,0.1402333266
YJL110C,0.08778412724,0.3941424874,0.01152596731
YPR008W,0.8939577367,0.4060214383,0.3284502374
YFL031W,0.6560076405,0.900517461,0.8672039955
YPR005C,0.1417274747,0.1496555964,0.6910057923
YJL165C,0.3713887351,0.7353015911,0.1150162136
YOL089C,0.4316314855,0.4380756576,0.4083327713
YJR069C,0.04768675073,0.2957030615,0.2810218897
YLR256W,0.4276532955,0.4454537939,0.6327906904
YGL237C,0.2389049713,0.2406387139,0.2327650362
YBL021C,0.5434131951,0.5516678417,0.5131004624
YKL109W,0.6590313242,0.6682359796,0.6245185456
YOR358W,0.1345599156,0.4788230566,0.4455469236
YMR290C,2.681893596e-10,0,0.3983289441
YPL001W,0.5434131951,0.5516678417,0.5131004624
YEL056W,0.446831693,0.4604101477,0.3975295134
YCL026C-B,0.03549097509,0.5166156975,0.004561945875
YKR084C,0.388590433,0.09054095765,0.3686208547
YDL223C,0.3422899948,0.3467744713,0.3262435271
YJL033W,0.4316314855,0.4380756576,0.4083327713
YNL281W,0.6054346718,0.246875035,0.5724234027
YCR065W,0.3188528495,0.6922935259,0.6481352398
YLR192C,0.02703351644,0.4788230566,0.4455469236
YKL017C,0.2389049713,0.2406387139,0.2327650362
YNL021W,0.1345599156,0.1391899335,0.4455469236
YDR295C,0.1588118917,0.409699777,0.7104406316
YPR179C,0.3422899948,0.3467744713,0.3262435271
YDR014W-A,0.1812692469,0.1812692469,0.1812692469
YNL014W,0.2653328389,0.6422975318,0.5993167303
YDR458C,0.47164260140000003,0.4788230566,0.4455469236
YBL032W,0.6198507776,0.8843535878,0.293315377
YKR017C,0.3422899948,0.3467744713,0.3262435271
YDR266C,0.5434131951,0.5516678417,0.1626800992
YDR232W,0.397053655,0.7544959397,0.7104406316
YDR047W,0.006324621389,0.7565563637,0.2647950819
YDR044W,0.2385005345,0.6143311274,0.5724234027
YER014W,0.47164260140000003,0.4788230566,0.4455469236
YOR176W,0.6830343027,0.6922935259,0.2806095488
YGL040C,0.03683734487,0.2844457246,0.8039073505
YDL119C,0.5755552774,0.5841782136,0.5437250308
YDL205C,0.6332106634,0.6422975318,0.5993167303
YOR278W,0.330070076,0.875311955,0.8386298653
YOR227W,0.7612875268,0.9164549049,0.6933448226
YMR293C,0.3422899948,0.3467744713,0.3262435271
YOR237W,0.6054346718,0.6143311274,0.2091449909
YMR207C,0.47164260140000003,0.4788230566,0.4455469236
YMR110C,0.02703351644,0.4788230566,0.4455469236
YPL254W,0.15963036319999999,0.5166156975,0.4804204137
YGL251C,0.2921610769,0.6682359796,0.6245185456
YGR187C,0.02703351644,0.4788230566,0.4455469236
YBR009C,0.9263847321,0.748451213,0.2096059763
YNL030W,0.3560942555,0.9112488744,0.9701947683
YPL127C,0.6054346718,0.6143311274,0.5724234027
YBR010W,0.9263847321,0.748451213,0.2096059763
YNL031C,0.3560942555,0.9112488744,0.9701947683
YEL059W,0.1812692469,0.1812692469,0.1812692469
YLL022C,0.6830343027,0.6922935259,0.2806095488
YDR317W,0.1812692469,0.1812692469,0.1812692469
YGR191W,0.1039219711,0.9206277108,0.8907184477
YBL008W,0.1812692469,0.1812692469,0.1812692469
YOR038C,0.3188528495,0.6922935259,0.6481352398
YJR140C,0.2389049713,0.2406387139,0.2327650362
YER055C,0.3142744082,0.9455239451,0.9210261579
YFR025C,0.6054346718,0.07182334,0.2091449909
YOR202W,0.2389049713,0.2406387139,0.2327650362
YCL030C,0.6054346718,0.6143311274,0.5724234027
YIL116W,0.2345253333,0.9206277108,0.8907184477
YIL020C,0.1345599156,0.4788230566,0.4455469236
YBR248C,0.6054346718,0.6143311274,0.5724234027
YJR055W,0.6332106634,0.6422975318,0.5993167303
YDR420W,0.3305758786,0.5735020652,0.7333096992
YMR161W,0.5088370774,0.1652227251,0.4804204137
YDR528W,0.6332106634,0.6422975318,0.06527966752
YER057C,0.2385005345,0.6143311274,0.5724234027
YML075C,0.3713887351,0.7353015911,0.328112876
YLR450W,0.4316314855,0.4380756576,0.4083327713
YOL095C,0.2389049713,0.2406387139,0.2327650362
YCL066W,0.1812692469,0.1812692469,0.1812692469
YCL067C,0.1812692469,0.1812692469,0.1812692469
YDR174W,0.1096638936,0.5536481754,0.8039073505
YCR097W,0.5434131951,0.5516678417,0.5131004624
YCR096C,0.5434131951,0.5516678417,0.5131004624
YOR032C,0.6830343027,0.6922935259,0.6481352398
YJR147W,0.3871636249,0.2628199772,0.1673517854
YBR034C,0.7053475571,0.7146065626,0.6702665125
YLR205C,0.8098498222,0.8183279683,0.7767010145
YGL077C,0.7453723222,0.7544959397,0.7104406316
YDL125C,0.5513138727,0.3788127942,0.6815636927
YDR305C,0.47164260140000003,5.714717191e-4,0.4455469236
YOR258W,0.1812692469,0.1812692469,0.1812692469
YDL227C,0.5088370774,0.5166156975,0.4804204137
YJR075W,0.4316314855,0.1141891759,0.4083327713
YMR032W,0.1345599156,0.4788230566,0.4455469236
YLR113W,0.1588118917,0.7544959397,0.1291661751
YNR055C,0.1854598955,0.5516678417,0.1626800992
YDR158W,0.1812692469,0.1812692469,0.1812692469
YER052C,0.04842013593,0.8655634165,0.8277989167
YJR139C,0.2653328389,0.6422975318,0.2328582168
YIL072W,0.02703351644,0.4788230566,0.4455469236
YGL033W,0.388590433,0.3941424874,0.3686208547
YMR251W-A,0.00846961306,0.02721267844,0.5897517745
YPR068C,0.388590433,0.3941424874,0.3686208547
YGL194C,0.5434131951,0.5516678417,0.5131004624
YPL116W,0.1803683996,0.9531380512,0.7455785002
YIL112W,0.4316314855,0.1141891759,0.09781935116
YMR172W,0.5434131951,0.5516678417,0.1626800992
YKL084W,0.6830343027,0.3296279196,0.6481352398
YPR193C,0.1588118917,0.409699777,0.7104406316
YEL066W,0.726090038,0.1496555964,0.328112876
YBR215W,0.6054346718,0.6143311274,0.5724234027
YOL155C,0.7199917686,0.9263833154,0.6642254922
YIL110W,0.3422899948,0.3467744713,0.3262435271
YDR138W,0.47164260140000003,0.4788230566,0.4455469236
YDR399W,0.5169141432,0.5314350072,0.7907458729
YNL004W,0.5088370774,0.5166156975,0.4804204137
YOL013C,0.5755552774,0.5841782136,0.5437250308
YLR207W,0.2921610769,0.6682359796,0.6245185456
YLR301W,0.446831693,0.4604101477,5.470873354e-4
YOR267C,0.4222203196,0.7722984286,0.7286530759
YOL123W,0.1096638936,0.8437202276,0.8039073505
YDR291W,0.1812692469,0.1812692469,0.1812692469
YPL204W,0.1812692469,0.1812692469,0.1812692469
YOL133W,0.02703351644,0.4788230566,0.4455469236
YLR097C,0.3422899948,0.06860959179,0.3262435271
YMR186W,0.2924833463,0.2957030615,0.2810218897
YHL002W,0.3713887351,0.3834739473,0.6910057923
YGL073W,0.6590313242,0.6682359796,0.6245185456
YMR288W,0.2389049713,0.2406387139,0.2327650362
YOR319W,0.397053655,0.7544959397,0.7104406316
YKL138C-A,0.1812692469,0.1812692469,0.1812692469
YKL101W,0.7453723222,0.7544959397,0.1291661751
YBR133C,0.8772890197,0.6348790757,0.293315377
YBR272C,0.3422899948,0.3467744713,0.3262435271
YOR020C,0.004656136712,0.7888099874,0.7457200102
YLL026W,0.5755552774,0.5841782136,0.1857044738
YFL014W,0.5755552774,0.5841782136,0.5437250308
YJL159W,0.4276532955,0.7040435671,0.8833836154
YBR072W,0.446831693,0.7888099874,0.7457200102
YCR021C,0.2924833463,0.2957030615,0.2810218897
YDR533C,0.5366602436,0.5594416832,0.9681942809
YPL280W,0.2924833463,0.2957030615,0.2810218897
YOR391C,0.1812692469,0.1812692469,0.1812692469
YDR171W,0.01917065091,0.2745601742,0.06527966752
YLR259C,0.1343082332,0.8655634165,0.8277989167
YDR258C,0.2385005345,0.246875035,0.5724234027
YPL240C,0.349807916,0.6348790757,0.5631216679
YOL068C,0.4316314855,0.4380756576,0.4083327713
YPL015C,0.885927435,0.653281157,0.8582909045
YOR025W,0.2924833463,0.2957030615,0.2810218897
YDR191W,0.1812692469,0.1812692469,0.1812692469
YGR223C,0.3452944183,0.7146065626,0.304436914
YDR225W,0.3142744082,0.9455239451,0.9210261579
YBL003C,0.1764829621,0.7722984286,0.374719785
YDR224C,0.3142744082,0.9455239451,0.9210261579
YBL002W,0.1764829621,0.7722984286,0.374719785
YHR067W,0.2924833463,0.2957030615,0.2810218897
YCR020W-B,0.4316314855,0.4380756576,0.4083327713
YPR033C,0.6590313242,0.6682359796,0.6245185456
YOL012C,0.4276532955,0.7040435671,0.6327906904
YGR268C,0.8939577367,0.900517461,0.8672039955
YOR284W,0.388590433,0.3941424874,0.3686208547
YNR032C-A,0.4316314855,0.4380756576,0.09781935116
YML058W-A,0.7453723222,0.7544959397,0.3515622182
YJR036C,0.2389049713,0.2406387139,0.2327650362
YGL141W,0.3422899948,0.3467744713,0.3262435271
YGL168W,0.2389049713,0.2406387139,0.2327650362
YPL244C,0.2389049713,0.2406387139,0.2327650362
YER039C,0.2389049713,0.2406387139,0.2327650362
YFR053C,0,0,4.907567627e-4
YGL253W,0.3890374417,0.03039560331,0.8672039955
YHR094C,0.2389049713,0,0.2327650362
YFL011W,0.03112826954,0.2406387139,0.2327650362
YOL156W,0.4316314855,0.1141891759,0.09781935116
YEL069C,0.6830343027,0.6922935259,0.6481352398
YNL318C,0.2924833463,0.2957030615,0.2810218897
YDL245C,0.1812692469,0.1812692469,0.1812692469
YJR158W,0.1812692469,0.1812692469,0.1812692469
YNR072W,0.6054346718,0.6143311274,0.5724234027
YMR011W,0.03549097509,0,0.1402333266
YDR345C,0,0,0.4804204137
YHR092C,0.008983633818,0,0.3262435271
YHR096C,1.294733775e-4,0,0.374719785
YDR343C,0,0,0.5724234027
YDR342C,0,0,0.06018615829
YJL214W,0.1812692469,0.1812692469,0.1812692469
YJL219W,0.3422899948,0.3467744713,0.3262435271
YKL189W,0.1096375748,0.3296279196,0.6481352398
YEL034W,0.1345599156,0.4788230566,0.4455469236
YIR037W,0.1812692469,0.1812692469,0.1812692469
YOR126C,0.03549097509,0.5166156975,0.4804204137
YJR122W,0.1946622149,0.7888099874,0.7457200102
YNL164C,0.4316314855,0.4380756576,0.01633893494
YIL090W,0.4316314855,0.4380756576,0.4083327713
YER065C,0.5197262281,0.9412648205,0.1053329856
YPR006C,0.1105116426,0.4380756576,0.09781935116
YER078C,0.2924833463,0.2957030615,0.04381349222
YBR157C,0.726090038,0.7353015911,0.6910057923
YJL077C,0.0667153126,0.3467744713,0.3262435271
YLR099C,0.3188528495,0.6922935259,0.02183943224
YMR195W,5.097738309e-8,0.1030670905,0.05284177205
YNL037C,0.2345253333,0.9206277108,0.6487879225
YOR136W,0.5602341216,0.8550527038,0.2412281084
YPL117C,0.192675529,0.9565362,0.757358996
YDL066W,0.2924833463,0.2957030615,0.2810218897
YLR174W,0.4942117251,0.5084768275,0.7767010145
YNL009W,0.1105116426,0.4380756576,0.4083327713
YJL146W,0.5755552774,0.2192952162,0.5437250308
YFL013C,0.4316314855,0.4380756576,0.4083327713
YNL215W,0.2924833463,0.2957030615,0.2810218897
YLR052W,0.5755552774,0.5841782136,0.5437250308
YOR189W,0.5088370774,0.5166156975,0.4804204137
YER092W,0.2921610769,0.6682359796,0.6245185456
YEL044W,0.2982361161,0.8417107225,0.3775647171
YBR159W,0.3422899948,0.06860959179,0.3262435271
YLR223C,8.476872269e-5,6.851386943e-4,0.5993167303
YOL023W,0.0667153126,0.3467744713,0.3262435271
YFR017C,0.5434131951,0.1920064157,0.5131004624
YNL157W,0.1105116426,0.4380756576,0.4083327713
YHR132W-A,0.5088370774,0.5166156975,0.4804204137
YHR187W,0.04768675073,0.2957030615,0.04381349222
YLR384C,0.002767055653,0.2406387139,0.2327650362
YJL057C,0.3422899948,0.3467744713,0.3262435271
YJR118C,0.01979765083,0.4380756576,0.4083327713
YBL076C,0.5088370774,0.5166156975,0.4804204137
YER086W,0.4316314855,0.4380756576,0.09781935116
YMR108W,0.5542429382,0.5735020652,0.4824740041
YJR016C,0.3713887351,0.7353015911,0.6910057923
YLR355C,0.3999679206,0.9670262361,0.8322378251
YCL009C,0.2924833463,0.2957030615,0.2810218897
YGR287C,0.2653328389,0.2745601742,0.5993167303
YOL157C,0.388590433,0.09054095765,0.07828195488
YIL172C,0.1812692469,0.1812692469,0.1812692469
YJL221C,0.3422899948,0.3467744713,0.3262435271
YJL216C,0.3422899948,8.197859681e-5,0.3262435271
YHR216W,0.1566938974,0.1698465556,0.9210261579
YLR432W,0.02400375354,0.6682359796,0.6245185456
YML056C,0.5088370774,0.5166156975,0.02886708233
YJR094C,0.2653328389,0.6422975318,0.2328582168
YJL106W,0.3713887351,0.7353015911,0.6910057923
YGL192W,0.1812692469,0.1812692469,0.1812692469
YCR046C,0.1105116426,0.4380756576,0.4083327713
YCR071C,0.388590433,0.3941424874,0.3686208547
YLR309C,0.3422899948,0.3467744713,0.3262435271
YJR138W,0.5088370774,0.5166156975,0.4804204137
YJL082W,0.008734426532,0.5314350072,0.07395772617
YBR107C,0.6830343027,0.6922935259,0.02183943224
YGR031W,0.3452944183,0.7146065626,0.304436914
YMR150C,0.388590433,0.3941424874,0.3686208547
YMR035W,0.0667153126,0.3467744713,0.3262435271
YIL154C,0.1854598955,0.5516678417,0.5131004624
YHR148W,0.002713627565,0.4380756576,0.4083327713
YNL075W,0.388590433,0.3941424874,0.3686208547
YLR413W,0.6830343027,0.6922935259,0.08866771643
YPL099C,0.2389049713,0.2406387139,0.2327650362
YIR024C,0.2389049713,0.2406387139,0.2327650362
YDL181W,0.13441034,0.936672703,0
YHR046C,0.5434131951,0.5516678417,0.5131004624
YDR287W,0.388590433,0.3941424874,0.3686208547
YNL152W,0.04514641799,0.5516678417,0.5131004624
YJL153C,0.388590433,0.3941424874,0.3686208547
YDR123C,0.007166737787,0.09402174018,0.4419214255
YOL108C,0.6590313242,0.3021903368,0.6245185456
YGL150C,0.8580001577,0.5957945403,0.8277989167
YMR204C,0.4316314855,0.4380756576,0.4083327713
YMR163C,0.4222203196,0.435363995,0.1438920821
YIL002C,0.6054346718,0.6143311274,0.5724234027
YNL106C,0.6332106634,0.6422975318,0.5993167303
YOR109W,0.6332106634,0.6422975318,0.5993167303
YOL065C,0.4316314855,0.4380756576,0.4083327713
YLR095C,0.388590433,0.09054095765,0.3686208547
YFR013W,0.4316314855,0.1141891759,0.4083327713
YMR044W,0.1253093718,0.7146065626,0.6702665125
YHR085W,0.47164260140000003,0.4788230566,0.1185454145
YNL182C,0.5755552774,0.5841782136,0.5437250308
YDR315C,0.3422899948,0.3467744713,0.3262435271
YPL209C,0.2653328389,0.6422975318,0.5993167303
YBR011C,0.5434131951,0.5516678417,0.1626800992
YDR072C,0.1401292205,0.5352406342,0.04186700016
YPL242C,0.1854598955,0.5516678417,0.5131004624
YBR140C,0.15963036319999999,0.5166156975,0.4804204137
YOL081W,0.9263847321,0.748451213,0.08894777855
YOL015W,0.6054346718,0.6143311274,0.5724234027
YOR235W,0.6332106634,0.6422975318,0.5993167303
YPL017C,7.352536332e-4,0.435363995,0.7286530759
YPR038W,0.5755552774,0.5841782136,0.5437250308
YJL037W,0.388590433,0.3941424874,0.3686208547
YLL033W,0.2389049713,0.2406387139,0.2327650362
YLR247C,0.8472468831,0.8550527038,0.5049293512
YMR073C,0.388590433,0.01447200833,0.3686208547
YEL001C,0.9229522576,0.9304001384,0.5209592437
YOR044W,0.5755552774,0.5841782136,0.5437250308
YIR036C,0.388590433,0.3941424874,0
YLR021W,0.388590433,0.3941424874,0.07828195488
YDR332W,0.388590433,0.3941424874,0.3686208547
YDR540C,0.02951079413,0.1159074536,0.2806095488
YFR038W,0.47164260140000003,0.4788230566,0.4455469236
YFR043C,0.2924833463,0.2957030615,0.2810218897
YFR055W,0.4552922539,0.9421213442,0.3648738202
YJL051W,0.6054346718,0.6143311274,0.5724234027
YJL142C,0.2389049713,0.2406387139,0.2327650362
YHR079C,0.47164260140000003,0.4788230566,0.4455469236
YIL026C,0.2389049713,0.2406387139,0.2327650362
YKR019C,0.3422899948,0.3467744713,0.3262435271
YLL027W,0.6332106634,0.6422975318,0.06527966752
YPR067W,0.3422899948,0.3467744713,0.3262435271
YER019W,0.6006989482,0.6157188892,0.8386298653
YER180C,0.04768675073,0.2957030615,0.2810218897
YER048W-A,0.6830343027,0.3296279196,0.2806095488
YMR081C,0.4222203196,0.435363995,0.1438920821
YPL040C,0.3422899948,0.3467744713,0.3262435271
YOR155C,0.388590433,0.3941424874,0.3686208547
YPR106W,0.00129231944,0.5516678417,0.5131004624
YNL265C,0.2389049713,0.2406387139,0.2327650362
YBR086C,0.00971537551,0.6878504436,0.8755564789
YIR005W,0.2389049713,0.2406387139,0.2327650362
YPL135W,0.9946827383,0.9709509908,0.947398919
YOR226C,0.7612875268,0.9164549049,0.6933448226
YBR245C,0.1812692469,0.1812692469,0.1812692469
YOR304W,0.5088370774,0.5166156975,0.4804204137
YJR050W,0.388590433,0.09054095765,0.3686208547
YGL133W,0.4316314855,0.4380756576,0.4083327713
YDR497C,0.6198507776,0.172301653,0.5631216679
YOL103W,0.6332106634,0.6422975318,0.5993167303
YML068W,0.4316314855,0.4380756576,0.4083327713
YDR229W,0.397053655,0.16757670660000001,0.7104406316
YDL115C,0.08778412724,0.3941424874,0.3686208547
YKL032C,0.3452944183,0.7146065626,0.6702665125
YDR492W,0.86799644,0.6157188892,0.8386298653
YOL002C,0.7453723222,0.409699777,0.3515622182
YLR023C,0.397053655,0.7544959397,0.7104406316
YOL101C,0.8232357164,0.8315017396,0.7907458729
YGL018C,0.388590433,0.3941424874,0.3686208547
YJL073W,0.5088370774,0.5166156975,0.4804204137
YKL217W,0.6943606826,0.3607532469,0.2513854234
YER051W,0.5434131951,0.5516678417,0.5131004624
YJR119C,0.3452944183,0.3567555647,0.1014983284
YPR061C,0.5755552774,0.5841782136,0.1857044738
YLR331C,0.2118173982,0.5841782136,0.5437250308
YDR475C,0.1764829621,0.435363995,0.7286530759
YPR169W,0.2389049713,0.2406387139,0.2327650362
YNL227C,0.47164260140000003,0.4788230566,0.4455469236
YJL162C,0.4708412391,0.02538942496,0.4199435469
YJR097W,0.4942117251,0.5084768275,0.4419214255
YLL057C,0.2924833463,0.2957030615,0.2810218897
YMR132C,0.1105116426,0.4380756576,0.4083327713
YMR294W,0.3422899948,0.3467744713,0.3262435271
YJR091C,0.4708412391,0.2244940607,0.7617134839
YKR038C,0.01917065091,0.6422975318,0.5993167303
YBR017C,0.8772890197,0.6348790757,0.8487795787
YGL241W,0.5755552774,0.5841782136,0.5437250308
YPL125W,0.2924833463,0.2957030615,0.2810218897
YGL016W,0.08778412724,0.3941424874,0.3686208547
YER110C,0.4316314855,0.1141891759,0.4083327713
YLR347C,0.4084416437,0.6878504436,0.8755564789
YNL188W,0.7954502495,0.8041242264,0.7617134839
YJL034W,0.5434131951,0.5516678417,0.5131004624
YPR141C,0.1345599156,0.4788230566,0.4455469236
YCL055W,0.3713887351,0.3834739473,0.6910057923
YMR065W,0.1812692469,0.1812692469,0.1812692469
YPL269W,0.5088370774,0.5166156975,0.1402333266
YCL024W,0.4466377207,0.9206277108,0.6487879225
YJR054W,0.6332106634,0.6422975318,0.5993167303
YDR017C,0.7453723222,0.7544959397,0.3515622182
YKL161C,0.09460768713,0.9144221133,0.8833836154
YFR042W,0.47164260140000003,0.4788230566,0.4455469236
YDR367W,0.1812692469,0.1812692469,0.1812692469
YHR158C,0.2924833463,0.2957030615,0.2810218897
YGR238C,0.7453723222,0.409699777,0.3515622182
YPL263C,0.2659366787,0.5024876388,0.679110516
YPL145C,0.6730276253,0.9077313409,0.8755564789
YGL203C,0.6590313242,0.3021903368,0.6245185456
YNL238W,0.4316314855,0.4380756576,0.4083327713
YIL125W,0.330070076,0.6157188892,0.5442819322
YDR148C,0.7453723222,0.7544959397,0.1291661751
YJL094C,0.5088370774,0.1652227251,0.4804204137
YHR102W,0.5088370774,0.5166156975,0.4804204137
YDR122W,0.03549097509,0.5166156975,0.02886708233
YLR096W,0.388590433,0.09054095765,0.3686208547
YDL108W,0.3422899948,0.3467744713,0.06018615829
YAR018C,0.1105116426,0.4380756576,0.4083327713
YOR233W,0.2921610769,0.3021903368,0.6245185456
YCR091W,0.03112826954,0.2406387139,0.2327650362
YBL063W,0.7053475571,0.3567555647,0.304436914
YPL155C,0.4708412391,0.2244940607,0.7617134839
YGL216W,0.7453723222,0.7544959397,0.7104406316
YKL168C,0.3422899948,0.3467744713,0.3262435271
YDL049C,0.5798626704,0.6026891194,0.3018021805
YLL019C,0.06756970125,0.3326122222,0.4660593108
YHR186C,0.04768675073,0.2957030615,0.04381349222
YNL322C,0.5088370774,0.5166156975,0.4804204137
YDR483W,0.1854598955,0.5516678417,0.5131004624
YDR532C,0.5434131951,0.5516678417,0.5131004624
YER038C,0.1812692469,0.1812692469,0.1812692469
YNL132W,0.07733113124,0.6709343298,0.5990966802
YOR336W,0.3452944183,0.3567555647,0.304436914
YPR159W,0.5542429382,0.9494742234,0.7333096992
YJL174W,0.6332106634,0.6422975318,0.5993167303
YNL308C,0.2385005345,0.6143311274,0.5724234027
YCL059C,0.5434131951,0.5516678417,0.5131004624
YDR037W,0.03175566076,0.8315017396,0.7907458729
YNL024C-A,0.47164260140000003,0.4788230566,0.4455469236
YHR082C,0.2132730696,0.8041242264,0.7617134839
YGR040W,0.47164260140000003,0.4788230566,0.4455469236
YBL071W-A,0.5434131951,0.5516678417,0.5131004624
YKL110C,0.6709920158,0.9488643093,0.9153250485
YOR099W,0.5389267363,0.8437202276,0.484439475
YKR061W,0.47164260140000003,0.4788230566,0.4455469236
YBR205W,0.5088370774,0.5166156975,0.4804204137
YBR199W,0.5434131951,0.1920064157,0.5131004624
YNL029C,0.1764829621,0.7722984286,0.374719785
YPL053C,0.47164260140000003,0.4788230566,0.4455469236
YIL085C,0.5755552774,0.5841782136,0.5437250308
YGL079W,0.3422899948,0.3467744713,0.3262435271
YJL207C,0.47164260140000003,0.4788230566,0.4455469236
YKL008C,0.8544989106,0.6814061497,0.3658353807
YHL003C,0.3713887351,0.3834739473,0.6910057923
YOL025W,0.6054346718,0.6143311274,0.5724234027
YHR155W,0.388590433,0.3941424874,0.3686208547
YHR080C,0.2132730696,0.006591784953,0.7617134839
YFL042C,0.2924833463,0.2957030615,0.2810218897
YLR072W,0.4316314855,0.4380756576,0.4083327713
YNL045W,0.2389049713,0.2406387139,0.02947678516
YNL239W,0.1609648327,0.8843535878,0.8487795787
YKR063C,0.2924833463,0.2957030615,0.04381349222
YOR181W,0.4708412391,0.4847929224,0.7617134839
YJL062W,0.5434131951,0.5516678417,0.1626800992
YNL071W,0.388590433,0.3941424874,0.07828195488
YMR296C,0.6625442941,0.8653971626,0.5897517745
YDR062W,0.6332106634,0.6422975318,0.2328582168
YJL134W,0.02705842987,0.900517461,0.8672039955
YOR171C,0.0667153126,0.3467744713,0.3262435271
YLR260W,0.1474022278,0.875311955,0.8386298653
YDR499W,0.349807916,0.8843535878,0.8487795787
YPL056C,0.4708412391,0.2244940607,0.4199435469
YLR104W,0.3188528495,0.6922935259,0.6481352398
YGL085W,0.2389049713,0.2406387139,0.2327650362
YER127W,0.47164260140000003,0.4788230566,0.4455469236
YCL005W,0.15963036319999999,0.5166156975,0.4804204137
YDL146W,0.1854598955,0.5516678417,0.5131004624
YLL049W,0.08778412724,0.3941424874,0.3686208547
YOR322C,0.47164260140000003,0.4788230566,0.4455469236
YBL006C,0.1105116426,0.4380756576,0.4083327713
YBR204C,0.5088370774,0.5166156975,0.4804204137
YAL018C,0.4316314855,0.4380756576,0.4083327713
YOL047C,0.01979765083,0.02084702544,0.4083327713
YPL213W,0.397053655,0.409699777,0.7104406316
YPL054W,0.5169141432,0.8315017396,0.2074341298
YNL323W,0.5434131951,0.5516678417,0.5131004624
YOR123C,0.2389049713,0.2406387139,0.02947678516
YGL009C,0.4276532955,0.1033246165,0.6327906904
YCL018W,0.1812692469,0.1812692469,0.1812692469
YLR451W,0.6054346718,0.246875035,0.5724234027
YNL104C,0.7932400569,0.9760046328,0.7173226196
YHR002W,0.7799602349,0.7888099874,0.7457200102
YOR108W,0.3890374417,0.4060214383,0.3284502374
YPL055C,0.5169141432,0.8315017396,0.2074341298
YDL051W,0.2322413985,0.8183279683,0.7767010145
YKL073W,0.4316314855,0.4380756576,0.4083327713
YJR070C,0.5088370774,0.5166156975,0.4804204137
