gene,eds1,rgt1,lys14
YGR227W,0.08244725486,0.5125613615,0.4949475981
YLR437C,0.8583367306,0.6631912363,0.8814442964
YPL049C,0.8186371288,0.3239959302,0.6661865182
YDR480W,0.8561725403,0.7305213579,0.7092232466
YPL266W,0.6363629717,0.162292408,0.4949475981
YDR263C,0.5916605061,0.1367631223,0.4588613729
YLR129W,0.2259286423,0.4750784503,0.4588613729
YPL265W,0.9821563927,0.9289794148,0.0405309069
YOL021C,0.8713896621,0.9607365331,0.9516623847
YDR403W,0.7116223971,0.2153798361,0.5600612146
YDR402C,0.7116223971,0.2153798361,0.5600612146
YIR004W,0.4850939927,0.3912439327,0.3787695642
YDL174C,0.1507345612,0.4167664264,0.1809201202
YDL178W,0.6761716897,0.547367742,0.174105034
YEL071W,0.5305835762,0.1012769224,6.311194409e-5
YJL065C,0.5414626968,0.4347131894,0.4201967703
YMR126C,0.1050392401,0.3444319901,0.3343823652
YHR115C,0.183934911,0.4347131894,0.1041654578
YNL116W,0.6752423952,0.8031116609,0.3130735053
YER179W,0.5916605061,0.1367631223,0.4588613729
YMR211W,0.07030004921,0.2940203166,0.2868236806
YHR164C,0.6363629717,0.5125613615,0.4949475981
YER166W,0.4610141658,0.8139403931,0.7940796774
YDR093W,0.9493403443,0.01578357911,0.2845027145
YMR162C,0.6761716897,0.547367742,0.5286273871
YOR005C,0.6761716897,0.547367742,0.5286273871
YLL001W,0.6363629717,0.162292408,0.4949475981
YKL213C,0.7116223971,0.579688714,0.5600612146
YDR069C,0.0445502669,0.4347131894,0.4201967703
YGL240W,0.6363629717,0.5125613615,0.4949475981
YHR044C,0.5414626968,0.4347131894,0.1041654578
YHR043C,0.6661298678,0.7842250624,0.422660027
YNL001W,0.183934911,0.4347131894,0.4201967703
YDR273W,0.268508087,0.5125613615,0.4949475981
YDR141C,0.6363629717,0.5125613615,0.4949475981
YDR068W,0.5916605061,0.4750784503,0.4588613729
YDR440W,0.472258199,0.6634514677,0.6423353921
YIL010W,0.7116223971,0.579688714,0.1988188174
YER088C,0.5914373009,0.4384987011,0.824521414
YJL090C,0.6363629717,0.5125613615,0.4949475981
YPR175W,0.183934911,0.1122611296,0.4201967703
YBR278W,0.4217957961,0.3444319901,0.3343823652
YDR121W,0.3507162538,0.2940203166,0.2868236806
YIL103W,0.3507162538,0.2940203166,0.2868236806
YKL191W,0.8719178751,0.4030992672,0.7286139071
YLR172C,0.1433143662,0.3912439327,0.3787695642
YLR143W,0.7713059029,0.6375716589,0.2492161422
YDR294C,0.183934911,0.4347131894,0.4201967703
YPR183W,0.3110417306,0.1885773421,0.5286273871
YDR284C,0.09418001236,0.1524000365,0.8541727331
YLL018C,0.5414626968,0.4347131894,0.4201967703
YKR071C,0.01271151881,0.06974836438,0.5893988544
YGR093W,0.3940806323,0.6097017524,0.5893988544
YLL008W,0.0298826802,0.3912439327,0.3787695642
YAL026C,0.4217957961,0.3444319901,0.3343823652
YOL073C,0.2259286423,0.4750784503,0.4588613729
YOR223W,0.2218859174,0.7996328369,0.7793665762
YGL196W,0.2259286423,0.4750784503,0.4588613729
YER124C,0.365980282,0.8658382226,0.9792376674
YHR143W,0.6294708956,0.86764113,0.4208982449
YOR264W,0.1567847533,0.6097017524,0.5893988544
YNR067C,0.1529505645,0.7497639362,0.7286139071
YEL070W,0.8186371288,0.6874832849,0.6661865182
YBR007C,0.7165498496,0.8139403931,0.7940796774
YMR276W,0.7963419089,0.6634514677,0.6423353921
YNL258C,0.4217957961,0.3444319901,0.3343823652
YIR010W,0.5414626968,0.4347131894,0.4201967703
YMR287C,0.04054456952,0.2397321013,0.2358669062
YPR017C,0.8384916069,0.7097990696,0.32511844559999997
YGL043W,0.6363629717,0.5125613615,0.4949475981
YDL219W,0.4850939927,0.3912439327,0.3787695642
YBR180W,0.2143989348,0.6634514677,0.6423353921
YOL087C,0.472258199,0.6634514677,0.6423353921
YFR044C,0.4338974954,0.6375716589,0.6167800922
YBR281C,0.8384916069,0.3507677798,0.6884471144
YNL191W,0.005888439842,0.6634514677,0.2745990987
YDL101C,0.1567847533,0.6097017524,0.2239092313
YGL061C,0.02782405493,0.547367742,0.5286273871
YBR208C,0.3110417306,0.547367742,0.174105034
YHL016C,0.3068559769,0.7305213579,0.3500559529
YML080W,0.4217957961,0.3444319901,0.3343823652
YLR401C,0.4217957961,0.06761628143,0.3343823652
YLR405W,0.183934911,0.4347131894,0.4201967703
YBR252W,0.268508087,0.5125613615,0.4949475981
YDR370C,2.394105202e-5,9.422231884e-10,0.5286273871
YKR054C,0.5090043801,0.6874832849,0.2999354191
YDR424C,0.4217957961,0.3444319901,0.3343823652
YMR299C,0.5414626968,0.4347131894,0.4201967703
YHR068W,0.3110417306,0.547367742,0.5286273871
YDR359C,0.5187221501,0.2773866966,0.8206278472
YPR023C,0.2259286423,0.4750784503,0.4588613729
YEL018W,0.4850939927,0.3912439327,0.3787695642
YJR082C,0.1812692469,0.1812692469,0.1812692469
YNL136W,0.183934911,0.4347131894,0.4201967703
YKL204W,0.4850939927,0.3912439327,0.3787695642
YMR171C,0.105192083,0.547367742,0.174105034
YKL172W,0.4217957961,0.3444319901,0.3343823652
YDR206W,0.7116223971,0.579688714,0.5600612146
YLR284C,0.3507162538,0.2940203166,0.2868236806
YGR146C,0.2259286423,0.4750784503,0.4588613729
YAL059W,0.3507162538,0.2940203166,0.2868236806
YEL030W,0.5090043801,0.6874832849,0.6661865182
YDR446W,0.5916605061,0.4750784503,0.4588613729
YHR021W-A,0.3530293073,0.579688714,0.5600612146
YBL043W,0.3695073613,0.7676324656,0.3988890975
YHR132C,0.268508087,0.5125613615,0.4949475981
YBL001C,0.9747336495,0.9113032725,0.8967290284
YMR128W,0.7116223971,0.2153798361,0.5600612146
YDR125C,0.1433143662,0.3912439327,0.3787695642
YLR390W,0.8817968926,0.9113032725,0.6622627226
YBR065C,0.3530293073,0.579688714,0.1988188174
YBL101C,0.2708987927,0.2397321013,0.03030494219
YLR228C,0.4767913284,0.486457646,0.6553371819
YPL021W,0.2708987927,0.2397321013,0.2358669062
YJL201W,0.6363629717,0.5125613615,0.4949475981
YJR106W,0.5414626968,0.4347131894,0.4201967703
YHL030W,0.6383111773,0.7676324656,0.7467114873
YOR092W,0.5350535038,0.8951538693,0.8724940277
YLR436C,0.7392632285,0.827226294,0.2294513988
YBR176W,0.6761716897,0.547367742,0.174105034
YER176W,0.909545815,0.7996328369,0.4459337252
YBR078W,0.02282251045,0.5965145773,0.3284799249
YHL043W,0.4850939927,0.3912439327,0.3787695642
YLR299W,0.09623410901,0.477521828,0.7793665762
YKR076W,0.9598250207,7.660077257e-5,0.8638973311
YMR176W,0.4217957961,0.3444319901,0.3343823652
YLR443W,0.5090043801,0.6874832849,0.6661865182
YBR076W,0.3507162538,0.04822020401,0.2868236806
YKR004C,0.06214360778,0.4750784503,0.4588613729
YFR027W,0.6761716897,0.547367742,0.5286273871
YGR007W,0.3507162538,0.2940203166,0.2868236806
YGL222C,0.6761716897,0.1885773421,0.5286273871
YER035W,0.08244725486,8.820157892e-4,0.4949475981
YEL015W,0.6363629717,0.5125613615,0.4949475981
YBL047C,0.3940806323,0.6097017524,0.5893988544
YBR033W,0.4850939927,0.3912439327,0.3787695642
YPL095C,0.03810774465,0.7097990696,0.32511844559999997
YAL003W,0.8817968926,0.9113032725,0.6622627226
YGR271C-A,0.1433143662,0.3912439327,0.3787695642
YHL039W,0.5090043801,0.6874832849,0.2999354191
YBR271W,0.1050392401,0.3444319901,0.3343823652
YJR129C,0.4217957961,0.3444319901,0.3343823652
YIL064W,0.1567847533,0.6097017524,0.06124204682
YGR001C,0.6761716897,0.547367742,0.174105034
YNL024C,0.2708987927,0.2397321013,0.2358669062
YMR212C,0.6363629717,0.5125613615,0.4949475981
YOR133W,0.5440298004,0.7097990696,0.6884471144
YDR385W,0.1293075449,0.7994428012,0.7612705717
YPL037C,0.4902705939,0.827226294,0.8078116248
YHR193C,0.6661298678,0.7842250624,0.763602217
YIR007W,0.2755986874,0.7097990696,0.32511844559999997
YCR075W-A,0.7713059029,0.08306773599,0.6167800922
YNR034W-A,0.1507345612,0.9044826979,0.1809201202
YNL327W,0.05775969952,0.4030992672,0.3746686978
YDR036C,0.7392632285,0.5238749553,0.2294513988
YBR177C,0.16285487,0.5673700321,0.2659820777
YMR031C,0.1849963762,0.2697328049,0.6167800922
YDR147W,0.3536186914,0.4741904842,0.6933888912
YNL230C,0.2755986874,0.7097990696,0.1132640097
YPL046C,0.1050392401,0.3444319901,0.3343823652
YKL160W,0.6086983983,0.7497639362,0.7286139071
YOR144C,0.6761716897,0.547367742,0.5286273871
YKL048C,0.5414626968,0.4347131894,0.4201967703
YJL196C,0.6752423952,0.9509643434,0.7727260781
YCR034W,0.8384916069,0.7097990696,0.6884471144
YLR372W,0.02928030628,0.4533300161,0.763602217
YGR200C,0.3507162538,0.2940203166,0.2868236806
YPL086C,0.3507162538,0.2940203166,0.2868236806
YPL101W,0.7431921818,0.6097017524,0.5893988544
YMR312W,0.5772708314,0.3771631386,0.3500559529
YCL045C,0.07030004921,0.2940203166,0.2868236806
YDR056C,0.3940806323,0.6097017524,3.241936964e-4
YJR088C,0.002296204829,0.4750784503,0.4588613729
YKL207W,0.4850939927,0.3912439327,0.3787695642
YGL231C,0.2708987927,0.2397321013,0.2358669062
YIL027C,0.6363629717,0.5125613615,0.4949475981
YLL014W,0.4850939927,0.3912439327,0.08303083119
YLR186W,3.986476775e-4,0.6874832849,0.6661865182
YDR512C,0.1812692469,0.1812692469,0.1812692469
YDR516C,0.8252805405,0.79188353,0.9362949883
YGL200C,0.4005026711,0.7842250624,0.1767999021
YLR080W,0.1812692469,0.1812692469,0.1812692469
YFL048C,0.5916605061,0.4750784503,0.4588613729
YER140W,0.06214360778,0.4750784503,0.1265590781
YLR083C,0.7165498496,0.5010461496,0.7940796774
YNL313C,0.04054456952,0.2397321013,0.2358669062
YDR040C,0.7116223971,0.579688714,0.5600612146
YDR039C,0.1812692469,0.1812692469,0.1812692469
YDR038C,0.1812692469,0.1812692469,0.1812692469
YOL158C,0.5772708314,0.7305213579,0.7092232466
YNL084C,0.4217957961,0.3444319901,0.3343823652
YGR254W,0.7364949514,0.9957464148,0.7487242126
YHR174W,0.4217957961,0.3444319901,0.3343823652
YBR247C,0.5916605061,0.4750784503,0.1265590781
YGR145W,0.5414626968,0.4347131894,0.4201967703
YDL161W,0.8719178751,0.7497639362,0.3746686978
YLR206W,0.9361194265,0.5459876256,0.8206278472
YJR125C,0.6761716897,0.547367742,0.5286273871
YLL038C,0.2708987927,0.2397321013,0.2358669062
YDR153C,0.8719178751,0.7497639362,0.04351701209
YLR065C,0.183934911,0.4347131894,0.4201967703
YGR071C,0.4217957961,0.3444319901,0.3343823652
YPL236C,0.1812692469,0.1812692469,0.1812692469
YOR246C,0.3229296019,0.8510197329,0.8325894105
YNL080C,0.4850939927,0.3912439327,0.3787695642
YFL024C,0.7116223971,0.579688714,0.5600612146
YMR124W,0.4902705939,0.827226294,0.8078116248
YIL005W,0.7431921818,0.6097017524,0.2239092313
YHR123W,0.04925592426,0.6097017524,0.5893988544
YMR049C,0.8186371288,0.6874832849,0.2999354191
YHR032W,0.4610141658,0.2379508727,0.7940796774
YDR414C,0.6363629717,0.0364423727,0.4949475981
YBL040C,0.2143989348,0.6634514677,0.6423353921
YLR246W,0.2259286423,0.1367631223,0.4588613729
YGR175C,0.3110417306,0.547367742,0.5286273871
YPL028W,0.06258929565,0.6375716589,0.2492161422
YHR007C,0.7284076054,0.6278594094,0.03501996617
YMR208W,0.5414626968,0.4347131894,0.4201967703
YML126C,0.6761716897,0.1885773421,0.5286273871
YMR202W,0.7800347605,0.2973438253,0.5333754821
YJL167W,0.5414626968,0.4347131894,0.4201967703
YNL280C,0.7800347605,0.5673700321,0.2659820777
YGR060W,0.05855024772,0.7798486895,0.7402967058
YGL001C,0.181825786,0.8616579209,0.8437533081
YLR100W,0.183934911,0.4347131894,0.4201967703
YER044C,0.8719178751,0.7497639362,0.3746686978
YMR134W,0.3530293073,0.2153798361,0.5600612146
YLR056W,0.2009916933,0.9235180951,0.6933888912
YGL012W,0.7116223971,0.2153798361,0.5600612146
YMR015C,0.2015623784,0.8715364711,0.3031228437
YML008C,0.5916605061,0.4750784503,0.4588613729
YHR072W,0.7431921818,0.6097017524,0.5893988544
YMR220W,0.01827515655,0.3444319901,0.3343823652
YHR190W,0.6761716897,0.1885773421,0.5286273871
YPL096C-A,0.04054456952,0.2397321013,0.2358669062
YFR041C,0.5916605061,0.4750784503,0.4588613729
YML130C,0.1300768262,0.579688714,0.05050719548
YAR002C-A,0.4850939927,0.3912439327,0.3787695642
YAL007C,0.3110417306,0.1885773421,0.5286273871
YDL018C,0.6363629717,0.5125613615,0.4949475981
YOR016C,0.4338974954,0.6375716589,0.6167800922
YHR110W,0.4850939927,0.3912439327,0.3787695642
YGL002W,0.1050392401,0.3444319901,0.3343823652
YOR393W,0.1812692469,0.1812692469,0.1812692469
YPL281C,0.1812692469,0.1812692469,0.1812692469
YMR323W,0.7656975423,0.7411452002,0.9160420204
YCR075C,0.7713059029,0.08306773599,0.6167800922
YBR239C,0.4338974954,0.6375716589,0.6167800922
YGR029W,0.4217957961,0.3444319901,0.06344943288
YGL054C,0.4338974954,0.6375716589,0.6167800922
YBR210W,0.3940806323,0.242491951,0.5893988544
YPR037C,0.1433143662,0.3912439327,0.3787695642
YML012W,0.7116223971,0.579688714,0.1988188174
YGR284C,0.6761716897,0.547367742,0.5286273871
YML067C,0.1812692469,0.1812692469,0.1812692469
YAL042W,0.06214360778,0.4750784503,0.4588613729
YOR244W,0.08244725486,0.5125613615,0.4949475981
YNL125C,0.7982415669,0.8616579209,0.8437533081
YMR219W,0.2708987927,0.2397321013,0.2358669062
YDR363W,0.2143989348,0.29694577,0.6423353921
YOL017W,0.5414626968,0.4347131894,0.4201967703
YDR365C,0.4850939927,0.01411153585,0.08303083119
YNR054C,0.3110417306,0.547367742,0.174105034
YIL151C,0.1050392401,0.3444319901,0.06344943288
YKR096W,0.3530293073,0.579688714,0.5600612146
YGR098C,0.1300768262,0.579688714,0.5600612146
YJR017C,0.3940806323,0.6097017524,0.5893988544
YLR233C,0.6761716897,0.547367742,0.5286273871
YLR318W,0.5414626968,0.4347131894,0.4201967703
YIL009C-A,0.7713059029,0.6375716589,0.6167800922
YHL010C,0.07030004921,0.2940203166,0.2868236806
YBR026C,0.1812692469,0.1812692469,0.1812692469
YOR051C,0.001906645907,0,0.6781331836
YDR518W,0.7713059029,0.2697328049,0.2492161422
YLR300W,0.07121416287,0.6182693759,0.2142028174
YDR261C,0.8306821126,0.3574368591,0.8638973311
YOR033C,0.6761716897,0.547367742,0.5286273871
YBR163W,0.2755986874,0.7097990696,0.6884471144
YJL085W,0.4850939927,0.3912439327,0.3787695642
YBR102C,0.5916605061,0.4750784503,0.4588613729
YOR317W,0.8810884734,0.8428019562,0.8150968675
YER015W,0.1433143662,0.3912439327,0.3787695642
YIL009W,0.4005026711,0.4533300161,0.422660027
YMR246W,0.8117383193,0.9431329243,0.5025657403
YFR019W,0.472258199,0.6634514677,0.6423353921
YDL045C,0.1433143662,0.3912439327,0.3787695642
YIL019W,0.06214360778,0.4750784503,0.4588613729
YDR021W,0.4850939927,0.3912439327,0.3787695642
YNL023C,0.2708987927,0.2397321013,0.2358669062
YDL166C,0.7116223971,0.579688714,0.5600612146
YJL157C,0.4217957961,0.3444319901,0.3343823652
YLR238W,0.268508087,0.5125613615,0.4949475981
YNL127W,0.5916605061,0.4750784503,0.4588613729
YMR052W,0.5772708314,0.7305213579,0.1282343264
YFR008W,0.2708987927,0.03135452319,0.2358669062
YMR029C,0.1567847533,0.6097017524,0.5893988544
YKL182W,0.07990869304,0.9113032725,0.8967290284
YPL231W,0.7165498496,0.8139403931,0.7940796774
YBR041W,0.5414626968,0.4347131894,0.4201967703
YKL187C,0.943112674,0.2973438253,0.5333754821
YER183C,0.6761716897,0.547367742,0.5286273871
YKL060C,0.2830936378,0.8597921584,0.9607021367
YLR377C,0.8117383193,0.9431329243,0.5025657403
YJL155C,0.2259286423,0.4750784503,0.4588613729
YDR339C,0.4005026711,8.628072501e-8,0.422660027
YLR051C,0.3530293073,0.579688714,0.5600612146
YMR277W,0.3110417306,0.547367742,0.174105034
YPR062W,0.7116223971,0.579688714,0.1988188174
YER056C,0.1293075449,0.2591312763,0.9816060121
YER060W,0.3110417306,0.1885773421,0.174105034
YER060W-A,0.4217957961,0.3444319901,0.3343823652
YDR539W,0.8384916069,0.7097990696,0.6884471144
YOR388C,0.6383111773,0.7676324656,0.7467114873
YCR028C,0.01827515655,0.3444319901,0.3343823652
YBR101C,0.08244725486,0.006297477396,0.4949475981
YMR058W,0.2708987927,0.2397321013,0.2358669062
YMR319C,0.6905291239,0.08951530848,0.377657781
YFL041W,0.2708987927,0.2397321013,0.2358669062
YOR390W,0.6761716897,0.547367742,0.5286273871
YPL279C,0.5440298004,0.7097990696,0.6884471144
YPR104C,0.2259286423,0.4750784503,0.4588613729
YGR131W,0.7392632285,0.827226294,0.4908393222
YBR040W,0.4217957961,0.3444319901,0.3343823652
YCR089W,0.3530293073,0.579688714,0.5600612146
YNL325C,0.006015133324,0.547367742,0.5286273871
YDR130C,0.2755986874,0.7097990696,0.32511844559999997
YJR093C,0.3110417306,0.547367742,0.5286273871
YER032W,0.2446932826,0.006826222879,0.6661865182
YIL065C,0.1567847533,0.6097017524,0.06124204682
YDR534C,0.4217957961,0.3444319901,0.3343823652
YOR382W,0.06258929565,0.2697328049,0.6167800922
YOR383C,0.7963419089,0.6634514677,0.08555330195
YIL131C,0.02928030628,0.7842250624,0.763602217
YNL068C,0.3940806323,0.6097017524,0.5893988544
YLR342W,0.1676551478,0.5634904881,0.7608837454
YMR306W,0.4310518275,0.477521828,0.4459337252
YPL221W,0.9170856335,0.904310066,0.8779290567
YAL053W,0.7484361663,0.7269059777,0.2230399934
YGL139W,0.6761716897,0.547367742,0.5286273871
YAR050W,0.5414626968,0.4347131894,0.1041654578
YKR102W,0.009746209499,0.2940203166,0.2868236806
YIR019C,0.2708987927,0.2397321013,0.0026554912
YHR211W,0.0445502669,0.4347131894,0.4201967703
YAL063C,0.4217957961,0.06761628143,0.3343823652
YBR008C,0.00832356457,0.4347131894,0.1041654578
YIL134W,0.3310340556,0.9176368123,0.6781331836
YIL098C,0.4217957961,0.3444319901,0.3343823652
YDR236C,0.6363629717,0.5125613615,0.4949475981
YHR176W,0.00832356457,0.4347131894,0.4201967703
YER182W,0.1050392401,0.3444319901,0.3343823652
YDR070C,0.1567847533,0.6097017524,0.5893988544
YBR047W,0.1849963762,0.6375716589,0.6167800922
YLR077W,0.5414626968,0.4347131894,0.4201967703
YLR454W,0.4517574141,0.3971516632,0.6286393913
YPL103C,0.5414626968,0.4347131894,0.4201967703
YFL046W,0.1812692469,0.1812692469,0.1812692469
YJL161W,0.2218859174,0.7996328369,0.7793665762
YPL222W,0.7116223971,0.579688714,0.5600612146
YNL168C,0.5916605061,0.4750784503,0.4588613729
YMR221C,0.5916605061,0.4750784503,0.1265590781
YDL222C,0.5916605061,0.4750784503,0.4588613729
YKR049C,0.5916605061,0.4750784503,0.4588613729
YGR052W,0.08244725486,0.5125613615,0.4949475981
YER004W,0.3110417306,0.547367742,0.5286273871
YMR020W,0.4850939927,0.3912439327,0.3787695642
YBL013W,0.7713059029,0.6375716589,0.6167800922
YDR110W,0.4850939927,0.3912439327,0.3787695642
YNL256W,0.6363629717,0.5125613615,0.4949475981
YGR267C,0.5090043801,0.6874832849,0.02553356615
YMR113W,0.3507162538,0.2940203166,0.0457511164
YKR009C,0.268508087,0.5125613615,0.4949475981
YNR047W,0.183934911,0.4347131894,0.4201967703
YNL135C,0.6761716897,0.04637520254,0.5286273871
YDR519W,0.01827515655,0.3444319901,0.06344943288
YML074C,0.7963419089,0.6634514677,0.2745990987
YLR449W,0.5916605061,0.4750784503,0.4588613729
YLL043W,0.8379796097,0.8031116609,0.5358937117
YLL029W,0.6761716897,0.547367742,0.174105034
YGL220W,0.6363629717,0.5125613615,0.4949475981
YEL047C,0.8859395088,0.4285071621,0.7467114873
YLR214W,0.3748397772,0.8715364711,0.8541727331
YKL220C,0.6363629717,0.162292408,0.4949475981
YOR381W,0.7431921818,0.6097017524,0.2239092313
YNR060W,0.7713059029,0.6375716589,0.6167800922
YOR384W,0.7963419089,0.6634514677,0.08555330195
YLL051C,0.268508087,0.5125613615,0.4949475981
YOL152W,0.3068559769,0.1454898041,0.3500559529
YLR047C,0.6661298678,0.7842250624,0.763602217
YPL141C,0.3695073613,0.7676324656,0.7467114873
YCL026C-A,0.268508087,0.5125613615,0.4949475981
YDR373W,0.4850939927,0.3912439327,0.3787695642
YLR060W,0.5414626968,0.4347131894,0.4201967703
YFL022C,0.77192382,0.7898358185,0.9029030239
YOR324C,0.07107817688,0.8510197329,0.8325894105
YAL028W,0.183934911,0.4347131894,0.1041654578
YOR271C,0.1668207446,0.4361669997,0.6622627226
YHR049W,0.472258199,0.6634514677,0.2745990987
YMR222C,0.1050392401,0.3444319901,0.3343823652
YOR280C,0.5916605061,0.4750784503,0.4588613729
YBR207W,0.5916605061,0.4750784503,0.4588613729
YER145C,0.1869916802,0.6810054243,0.7838486745
YCR076C,0.4850939927,0.3912439327,0.3787695642
YBL042C,0.7600590463,0.657479898,0.3902542998
YPL262W,0.7973167323,0.7677193892,0.7355874865
YAL035W,0.5916605061,0.4750784503,0.4588613729
YAL008W,0.3507162538,0.2940203166,0.2868236806
YAL034C,0.6086983983,0.7497639362,0.7286139071
YAL022C,0.1812692469,0.1812692469,0.1812692469
YAL019W,0.2708987927,0.2397321013,0.2358669062
YHR128W,0.6363629717,0.5125613615,0.4949475981
YBR021W,0.1259942327,0.9340507599,0.4680460563
YCL027W,0.8186371288,0.6874832849,0.2999354191
YMR232W,0.4850939927,0.3912439327,0.3787695642
YBL016W,0.6086983983,0.7497639362,0.7286139071
YIL097W,0.4217957961,0.3444319901,0.3343823652
YOR183W,0.1812692469,0.1812692469,0.1812692469
YHR059W,0.4217957961,0.3444319901,0.3343823652
YCL058C,0.2708987927,0.2397321013,0.2358669062
YNL133C,0.6691243574,0.6631912363,0.167517812
YLR068W,0.183934911,0.4347131894,0.4201967703
YGR196C,0.01271151881,0.6097017524,0.2239092313
YGL254W,0.6761716897,0.547367742,0.5286273871
YBR179C,0.2143989348,0.6634514677,0.6423353921
YLR088W,0.268508087,0.5125613615,0.1499497928
YLR459W,0.01970759906,0.5125613615,0.4949475981
YOR178C,0.9361194265,0.8395634928,0.8206278472
YMR250W,0.8561725403,0.7305213579,0.7092232466
YBR020W,0.7392632285,0.827226294,0.8078116248
YBR019C,0.7392632285,0.827226294,0.8078116248
YOL051W,0.5462884434,0.5673700321,0.2659820777
YLR081W,0.7847951746,0.7994428012,0.9816060121
YDR009W,0.7713059029,0.08306773599,0.6167800922
YPL248C,0.3530293073,0.579688714,0.5600612146
YBR018C,0.9618527918,0.6428868683,0.9548858139
YML051W,0.4767573744,0.9044826979,0.8893502702
YER027C,0.7963419089,9.197219962e-4,0.2745990987
YKR039W,0.6152458886,0.3064954199,9.12822229e-5
YHR089C,0.07030004921,0.04822020401,0.2868236806
YMR307W,0.7165498496,0.5010461496,0.4686707994
YLR343W,0.1812692469,0.1812692469,0.1812692469
YMR215W,0.6466527857,0.8892277575,0.610872028
YOL132W,0.5414626968,0.1122611296,0.4201967703
YOL030W,0.3382293806,0.7497639362,0.3746686978
YFL021W,0.6895685543,0.8260724661,0.410711751
YMR136W,0.1259942327,5.286066489e-4,0.4680460563
YLR013W,0.4850939927,0.3912439327,0.3787695642
YIR013C,0.4338974954,0.6375716589,0.07294234397
YCL011C,0.3507162538,0.2940203166,0.2868236806
YOR260W,0.2259286423,0.4750784503,0.4588613729
YNL062C,0.3507162538,0.2940203166,0.2868236806
YER025W,0.0298826802,0.3912439327,0.3787695642
YJL125C,0.4338974954,0.6375716589,0.6167800922
YGR083C,0.7713059029,0.2697328049,0.2492161422
YDR211W,0.4338974954,0.6375716589,0.6167800922
YLR291C,0.183934911,0.4347131894,0.4201967703
YER163C,0.09623410901,0.7996328369,0.7793665762
YGL195W,0.5414626968,0.4347131894,0.4201967703
YDR283C,0.4850939927,0.3912439327,0.3787695642
YFR009W,0.2143989348,0.6634514677,0.6423353921
YKR026C,0.1433143662,0.08909538426,0.08303083119
YEL009C,0.0298826802,0.3912439327,0.3787695642
YGR252W,0.8186371288,0.6874832849,0.09901503252
YPL075W,0.0808813115,0.9661436805,0.824521414
YNL199C,0.2446932826,0.6874832849,0.6661865182
YDL226C,0.2708987927,0.2397321013,0.2358669062
YDR019C,0.6363629717,0.5125613615,0.4949475981
YMR189W,0.7116223971,0.579688714,0.5600612146
YAL044C,0.5414626968,0.4347131894,0.4201967703
YOR120W,0.365980282,0.7409272179,0.9792376674
YEL042W,0.4338974954,0.6375716589,0.6167800922
YPR184W,0.09623410901,0.7996328369,0.7793665762
YPL110C,0.5414626968,0.4347131894,0.4201967703
YOR375C,0.5414626968,0.4347131894,0.4201967703
YDL215C,0.9642231273,0.8892277575,0.610872028
YAL062W,0.02074320049,0.8892277575,0.3404673697
YER136W,0.8586050744,0.9812826594,0.8855866598
YOR355W,0.6383111773,0.1810415001,0.1600697102
YBR187W,0.8984261413,0.7842250624,0.1767999021
YJR031C,0.268508087,0.5125613615,0.4949475981
YEL022W,0.472258199,0.6634514677,0.6423353921
YJR040W,0.1050392401,0.3444319901,0.3343823652
YAL048C,0.2708987927,0.2397321013,0.2358669062
YOR205C,0.4850939927,0.08909538426,0.08303083119
YHR100C,0.07030004921,0.2940203166,0.2868236806
YLR091W,0.3530293073,0.2153798361,0.5600612146
YGL057C,0.6363629717,0.5125613615,0.4949475981
YGL020C,0.4217957961,0.3444319901,0.3343823652
YER083C,0.1812692469,0.1812692469,0.1812692469
YDL100C,0.3507162538,0.2940203166,0.2868236806
YOR164C,0.5916605061,0.4750784503,0.1265590781
YCL073C,0.7963419089,0.6634514677,0.6423353921
YKR106W,0.909545815,0.7996328369,0.7793665762
YKL104C,0.7973167323,0.9387599769,0.7355874865
YMR255W,0.1812692469,0.1812692469,0.1812692469
YCL036W,0.5414626968,0.4347131894,0.4201967703
YDR358W,0.0702013856,6.826999684e-6,0.6457675424
YHR108W,0.5414626968,0.4347131894,0.4201967703
YDL198C,0.5414626968,0.4347131894,0.4201967703
YHR061C,0.5772708314,0.1454898041,0.7092232466
YDR309C,0.2830936378,0.02521703089,0.2259323561
YCL039W,0.4217957961,0.3444319901,0.3343823652
YMR135C,0.05281532978,0.003128137224,0.7292719153
YNL153C,0.3110417306,0.547367742,0.5286273871
YEL003W,0.5090043801,0.6874832849,0.6661865182
YML094W,0.3507162538,0.2940203166,0.2868236806
YDR507C,0.0702013856,0.6801652929,0.377657781
YBR045C,0.3940806323,0.6097017524,0.5893988544
YER054C,0.005888439842,0.29694577,0.004110002563
YPL137C,0.5902111827,0.9954193239,0.739289143
YAL031C,0.001028768677,0.2940203166,0.2868236806
YDR152W,0.3940806323,0.242491951,0.5893988544
YDR096W,0.8984261413,0.7842250624,0.422660027
YNL255C,0.04925592426,0.6097017524,0.5893988544
YLR094C,0.1134122422,0.4927545953,0.4503866782
YML006C,0.1169798352,0.3893184719,0.3439263854
YCR098C,0.7982415669,0.5880137155,0.5537095799
YEL011W,0.5916605061,0.4750784503,0.4588613729
YER133W,0.3068559769,0.3771631386,0.7092232466
YMR311C,0.5772708314,0.3771631386,0.3500559529
YDL207W,0.7431921818,0.6097017524,0.5893988544
YER107C,0.5916605061,0.4750784503,0.4588613729
YKR058W,0.02355630056,0.4285071621,0.3988890975
