gene,eds1,rgt1,lys14
YJR001W,0.8058300809,0.9647392707,0.8597100786
YEL064C,0.3110417306,0.1885773421,0.174105034
YKL146W,0.8379796097,0.9509643434,0.9405432036
YNL101W,0.8384916069,0.7097990696,0.6884471144
YBL089W,0.2708987927,0.2397321013,0.03030494219
YER119C,0.2708987927,0.2397321013,0.2358669062
YIL088C,0.7713059029,0.6375716589,0.6167800922
YPR122W,0.4217957961,0.3444319901,0.3343823652
YIL140W,0.7963419089,0.29694577,0.2745990987
YIL124W,0.6086983983,0.7497639362,0.7286139071
YLL063C,0.5916605061,0.1367631223,0.4588613729
YOR113W,0.3507162538,0.04822020401,0.2868236806
YGR224W,0.5440298004,0.3507677798,0.03091010472
YOR134W,0.472258199,0.29694577,0.6423353921
YBR068C,0.04722756414,0.7266519042,0.3171498419
YDR046C,0.06910244207,0.5974098388,0.5314298732
YIL015W,0.4217957961,0.3444319901,0.3343823652
YKR099W,0.1050392401,9.471799844e-4,0.3343823652
YHR208W,0.1113551875,0.5010461496,0.7940796774
YJR148W,0.295341925,0.5634904881,0.7608837454
YJL020C,0.1812692469,0.1812692469,0.1812692469
YPL255W,0.10596937,0.9544658174,0.0733785872
YHR040W,0.4217957961,0.3444319901,0.3343823652
YMR237W,0.3110417306,0.547367742,0.5286273871
YKR027W,0.07030004921,0.2940203166,0.2868236806
YJL095W,0.5414626968,0.4347131894,0.4201967703
YER167W,0.2259286423,0.4750784503,4.379063302e-4
YDR361C,0.2259286423,0.1367631223,0.4588613729
YDR375C,0.268508087,0.5125613615,0.4949475981
YIL033C,0.268508087,0.5125613615,0.4949475981
YLR399C,0.286375511,0.9044826979,0.6457675424
YDL070W,0.5716321367,0.6428868683,0.8150968675
YAL060W,0.6905291239,0.6801652929,0.377657781
YAL061W,0.3748397772,0.8715364711,0.5734067624
YNL039W,0.5916605061,0.4750784503,0.1265590781
YOL164W,0.001791074537,0.579688714,0.1988188174
YBR200W,0.3695073613,0.7676324656,0.05075204035
YER155C,0.3530293073,0.579688714,0.5600612146
YPL115C,0.7116223971,0.05749571198,0.1988188174
YPL161C,0.4338974954,0.6375716589,0.6167800922
YLR412W,0.0445502669,0.4347131894,0.4201967703
YIL004C,0.6363629717,0.162292408,0.1499497928
YPR176C,0.2708987927,0.2397321013,0.2358669062
YKR068C,0.3695073613,0.4285071621,0.3988890975
YJL031C,0.183934911,0.4347131894,0.4201967703
YML077W,0.4850939927,0.3912439327,0.3787695642
YJR053W,0.4850939927,0.3912439327,0.3787695642
YOR198C,0.2708987927,0.2397321013,0.2358669062
YDR299W,0.001056376199,0.8616579209,0.2845027145
YGR282C,0.5985268352,0.8715364711,0.8541727331
Q0110,0.1812692469,0.1812692469,0.1812692469
Q0115,0.1812692469,0.1812692469,0.1812692469
Q0120,0.1812692469,0.1812692469,0.1812692469
YHR101C,0.268508087,0.162292408,0.1499497928
YCL029C,0.4217957961,0.3444319901,0.3343823652
YOR304C-A,0.7963419089,0.6634514677,0.6423353921
YER016W,0.5414626968,0.4347131894,0.4201967703
YGR286C,0.3728123545,0.2839432914,0.5922156586
YNR058W,0.9799628502,0.7269059777,0
YNR057C,0.9799628502,0.7269059777,0
YNR056C,0.2708987927,0.2397321013,0.2358669062
YJR089W,0.002296204829,0.4750784503,0.4588613729
YBR270C,0.1050392401,0.3444319901,0.3343823652
YJL058C,0.3507162538,0.2940203166,0.2868236806
YKL061W,0.3110417306,0.1885773421,0.5286273871
YFL007W,0.3507162538,0.2940203166,0.2868236806
YLR408C,0.5916605061,0.4750784503,0.4588613729
YER177W,0.2419451127,0.9960501492,0.2629157076
YDR099W,0.472258199,0.6634514677,0.2745990987
YPL217C,0.1050392401,0.3444319901,0.3343823652
YBR141C,0.1050392401,0.3444319901,0.3343823652
YIL096C,0.2715888908,0.827226294,0.006956095255
YLR063W,0.183934911,0.4347131894,0.1041654578
YJR025C,0.8583367306,0.8971376369,0.167517812
YJR078W,0.3762639415,0.7411452002,0.9160420204
YJL060W,0.183934911,0.4347131894,0.4201967703
YBL098W,0.6661298678,0.7842250624,0.763602217
YLR231C,0.6383111773,0.7676324656,0.3988890975
YFR047C,0.4338974954,0.2697328049,0.2492161422
YDR428C,0.2708987927,0.2397321013,0.2358669062
YNL271C,0.5414626968,0.4347131894,0.4201967703
YNL233W,0.7431921818,0.6097017524,0.2239092313
YNL166C,0.3530293073,0.2153798361,0.5600612146
YIL159W,0.3110417306,0.547367742,0.174105034
YGR230W,0.1531454414,0.7800928154,0.00184166551
YBL085W,0.5487855329,0.9235180951,0.6933888912
YER114C,0.8984261413,0.4533300161,0.422660027
YLR267W,0.1980089432,0.7842250624,0.763602217
YNL042W,0.008935745387,3.432073452e-5,0.5600612146
YNL275W,0.268508087,0.5125613615,0.4949475981
YLR078C,0.7431921818,0.6097017524,0.5893988544
YCR032W,0.2715888908,0.827226294,0.4908393222
YDL141W,0.2464617613,0.5010461496,0.7940796774
YLL015W,0.1433143662,0.3912439327,0.3787695642
YDL074C,0.3507162538,0.2940203166,0.2868236806
YLR015W,0.5414626968,0.4347131894,0.4201967703
YDL231C,0.8384916069,0.3507677798,0.6884471144
YNR051C,0.0445502669,0.4347131894,2.288119171e-5
YGR246C,0.6383111773,0.4285071621,0.7467114873
YHR036W,0.5414626968,0.4347131894,0.4201967703
YBL097W,0.1300768262,0.579688714,0.5600612146
YPL084W,0.3507162538,0.2940203166,0.2868236806
YGL007W,0,0.579688714,0.5600612146
YPR057W,0.268508087,0.5125613615,0.4949475981
YER172C,0.1812692469,0.1812692469,0.1812692469
YGL247W,0.4850939927,0.3912439327,0.3787695642
YOL077C,0.2259286423,0.4750784503,0.4588613729
YDL037C,0.4217957961,0.3444319901,0.3343823652
YDR275W,0.02355630056,0.7676324656,0.1600697102
YNL269W,0.3507162538,0.2940203166,0.2868236806
YNR069C,0.8384916069,0.7097990696,0.32511844559999997
YOL137W,0.4217957961,0.3444319901,0.06344943288
YBR290W,0.105192083,0.1885773421,0.5286273871
YPR171W,0.5414626968,0.4347131894,0.4201967703
YFL025C,0.1433143662,0.3912439327,0.3787695642
YGR142W,0.06939997936,0.4285071621,0.7467114873
YPL069C,0.5916605061,0.4750784503,0.4588613729
YDR252W,0.2708987927,0.2397321013,0.2358669062
YGR188C,0.8561725403,0.7305213579,0.3500559529
YMR055C,0.2259286423,0.0277399156,0.4588613729
YOR026W,0.7431921818,0.242491951,0.5893988544
YGL174W,0.08244725486,0.5125613615,0.4949475981
YAR014C,0.5916605061,0.4750784503,0.4588613729
YEL029C,0.3530293073,0.579688714,0.5600612146
YNR027W,0.07030004921,0.2940203166,0.2868236806
YKL092C,0.5916605061,0.4750784503,0.4588613729
YLR074C,0.1320651426,0.7305213579,0.3500559529
YOR078W,0.4850939927,0.3912439327,0.3787695642
YMR014W,0.4850939927,0.08909538426,0.08303083119
YCR047C,0.7116223971,0.579688714,0.5600612146
YER014C-A,0.2708987927,0.2397321013,0.2358669062
YFL023W,0.7116223971,0.579688714,0.5600612146
YCL014W,0.008935745387,0.579688714,0.5600612146
YCR063W,0.5772708314,0.7305213579,0.7092232466
YGR262C,0.1433143662,0.3912439327,0.3787695642
YJR092W,0.2218859174,0.477521828,0.7793665762
YCR038C,0.1812692469,0.1812692469,0.1812692469
YLR319C,0.3507162538,0.2940203166,0.2868236806
YOR299W,0.3488755468,0.1389333069,0.8437533081
YLR353W,0.10596937,0.5965145773,0.9445081235
YGR041W,0.1849963762,0.2697328049,0.2492161422
YDL099W,0.3507162538,0.2940203166,0.2868236806
YMR275C,0.7963419089,0.6634514677,0.6423353921
YML111W,0.2971239778,0.8395634928,0.8206278472
YLR226W,0.09427776271,0.6874832849,0.6661865182
